store_id,item_id,product_name,category,date,sales_volume,unit_price,sales_value,country,state,city,zipcode
STORE_116,ITEM_7484,Shorts,Bottoms,4/2/2025,43,200.74,8631.82,USA,Florida,Miami,70887
STORE_158,ITEM_1152,Raincoats,Outerwear,8/1/2025,40,299.57,11982.8,USA,New York,New York,17903
STORE_164,ITEM_4492,Running Shoes,Footwear,5/17/2025,17,57.09,970.53,USA,Washington,Seattle,7522
STORE_136,ITEM_7054,Jeans,Bottoms,5/31/2025,11,142.69,1569.59,USA,Illinois,Chicago,61875
STORE_101,ITEM_9666,Scarves,Accessories,8/15/2025,43,248.79,10697.97,USA,Colorado,Denver,1123
STORE_114,ITEM_5333,Jeans,Bottoms,5/10/2025,7,227.88,1595.16,USA,Texas,Houston,32485
STORE_191,ITEM_4450,Hoodies,Tops,8/5/2025,22,77.01,1694.22,USA,Florida,Miami,3237
STORE_111,ITEM_1832,Trousers,Bottoms,8/4/2025,41,138.6,5682.6,USA,Florida,Miami,5137
STORE_198,ITEM_6464,Jeans,Bottoms,9/19/2025,9,198.39,1785.51,USA,California,Los Angeles,99786
STORE_171,ITEM_8007,Shorts,Bottoms,6/15/2025,1,51.32,51.32,USA,Nevada,Las Vegas,6386
STORE_155,ITEM_3426,T-Shirts,Tops,4/15/2025,9,31.71,285.39,USA,Arizona,Phoenix,36139
STORE_187,ITEM_4441,Jeans,Bottoms,7/28/2025,16,206.74,3307.84,USA,Arizona,Phoenix,29350
STORE_130,ITEM_3532,Trousers,Bottoms,5/16/2025,11,293.34,3226.74,USA,Colorado,Denver,2350
STORE_194,ITEM_3938,Shirts,Tops,6/16/2025,22,239.07,5259.54,USA,California,Los Angeles,43683
STORE_189,ITEM_3608,Coats,Outerwear,8/15/2025,7,127.11,889.77,USA,Florida,Miami,96769
STORE_158,ITEM_4269,Sandals,Footwear,6/17/2025,23,105.45,2425.35,USA,Illinois,Chicago,66172
STORE_151,ITEM_4164,Blouses,Tops,9/2/2025,22,98.01,2156.22,USA,California,Los Angeles,22651
STORE_151,ITEM_9346,Sneakers,Footwear,4/4/2025,44,294.72,12967.68,USA,Arizona,Phoenix,99360
STORE_133,ITEM_2889,Scarves,Accessories,5/20/2025,12,182.57,2190.84,USA,California,Los Angeles,98293
STORE_144,ITEM_8119,Jeans,Bottoms,4/1/2025,47,240.2,11289.4,USA,New York,New York,58804
STORE_132,ITEM_4114,Jackets,Outerwear,9/13/2025,3,218.46,655.38,USA,Georgia,Atlanta,49970
STORE_108,ITEM_8066,Boots,Footwear,8/4/2025,43,277.82,11946.26,USA,Arizona,Phoenix,55860
STORE_164,ITEM_5920,Scarves,Accessories,5/17/2025,20,206.73,4134.6,USA,New York,New York,21404
STORE_124,ITEM_3085,Trousers,Bottoms,4/20/2025,27,206.18,5566.86,USA,Florida,Miami,6143
STORE_151,ITEM_5930,Coats,Outerwear,6/30/2025,36,253.44,9123.84,USA,Colorado,Denver,51951
STORE_174,ITEM_8043,Skirts,Bottoms,9/14/2025,39,203.32,7929.48,USA,Illinois,Chicago,88291
STORE_165,ITEM_4501,Vests,Outerwear,6/30/2025,31,242.25,7509.75,USA,Nevada,Las Vegas,3538
STORE_184,ITEM_9445,T-Shirts,Tops,9/5/2025,41,193.39,7928.99,USA,Florida,Miami,82630
STORE_125,ITEM_4680,Boots,Footwear,6/13/2025,10,26.84,268.4,USA,Florida,Miami,1419
STORE_158,ITEM_2193,Shirts,Tops,5/11/2025,27,268.12,7239.24,USA,Colorado,Denver,96720
STORE_151,ITEM_9099,Hats,Accessories,7/8/2025,16,61.32,981.12,USA,Georgia,Atlanta,73080
STORE_122,ITEM_4585,Running Shoes,Footwear,7/7/2025,45,165.03,7426.35,USA,Georgia,Atlanta,70217
STORE_117,ITEM_8478,Boots,Footwear,7/25/2025,30,206.92,6207.6,USA,New York,New York,53221
STORE_154,ITEM_9270,Scarves,Accessories,4/4/2025,36,144.86,5214.96,USA,Nevada,Las Vegas,20034
STORE_196,ITEM_5246,Shirts,Tops,8/27/2025,16,255.16,4082.56,USA,Nevada,Las Vegas,57038
STORE_156,ITEM_5499,Trousers,Bottoms,5/18/2025,5,219.79,1098.95,USA,Illinois,Chicago,84566
STORE_169,ITEM_6238,Hoodies,Tops,7/29/2025,6,58.74,352.44,USA,Arizona,Phoenix,45693
STORE_108,ITEM_4505,Shirts,Tops,7/29/2025,27,134.13,3621.51,USA,Texas,Houston,98570
STORE_126,ITEM_2020,Socks,Accessories,5/18/2025,27,129.05,3484.35,USA,Georgia,Atlanta,22610
STORE_161,ITEM_7232,Belts,Accessories,6/2/2025,1,283.97,283.97,USA,Colorado,Denver,35936
STORE_195,ITEM_9818,Trousers,Bottoms,6/4/2025,48,172.92,8300.16,USA,Georgia,Atlanta,77132
STORE_134,ITEM_4595,Hats,Accessories,5/24/2025,28,155.98,4367.44,USA,Nevada,Las Vegas,5257
STORE_159,ITEM_3704,Raincoats,Outerwear,4/19/2025,9,294.6,2651.4,USA,Georgia,Atlanta,8423
STORE_110,ITEM_1444,Belts,Accessories,9/27/2025,42,140.01,5880.42,USA,Georgia,Atlanta,83570
STORE_148,ITEM_5262,Coats,Outerwear,8/7/2025,21,79.26,1664.46,USA,California,Los Angeles,7201
STORE_196,ITEM_5558,Skirts,Bottoms,4/3/2025,27,90.64,2447.28,USA,Georgia,Atlanta,19819
STORE_106,ITEM_9837,Sandals,Footwear,9/3/2025,23,82.78,1903.94,USA,California,Los Angeles,6049
STORE_125,ITEM_5051,Running Shoes,Footwear,8/15/2025,2,193.97,387.94,USA,California,Los Angeles,32240
STORE_172,ITEM_2874,Blouses,Tops,4/23/2025,14,150.21,2102.94,USA,Nevada,Las Vegas,24240
STORE_199,ITEM_2876,Skirts,Bottoms,7/25/2025,11,290.12,3191.32,USA,Texas,Houston,82104
STORE_150,ITEM_7149,Running Shoes,Footwear,7/19/2025,46,75.53,3474.38,USA,Florida,Miami,64062
STORE_187,ITEM_5941,Hats,Accessories,7/28/2025,39,245.55,9576.45,USA,New York,New York,2926
STORE_154,ITEM_9728,Belts,Accessories,4/3/2025,43,123.76,5321.68,USA,Arizona,Phoenix,54900
STORE_162,ITEM_7882,Scarves,Accessories,8/4/2025,7,141.39,989.73,USA,California,Los Angeles,43550
STORE_122,ITEM_8135,Trousers,Bottoms,6/5/2025,47,166.09,7806.23,USA,Texas,Houston,37364
STORE_193,ITEM_8136,Trousers,Bottoms,4/2/2025,38,95.15,3615.7,USA,Nevada,Las Vegas,65285
STORE_131,ITEM_8385,T-Shirts,Tops,4/10/2025,49,150.12,7355.88,USA,Florida,Miami,73011
STORE_163,ITEM_1470,Socks,Accessories,5/21/2025,21,70.92,1489.32,USA,Arizona,Phoenix,99627
STORE_135,ITEM_6576,Hoodies,Tops,5/11/2025,39,216.33,8436.87,USA,Florida,Miami,22447
STORE_110,ITEM_4130,Jeans,Bottoms,6/5/2025,16,221.62,3545.92,USA,Washington,Seattle,28020
STORE_157,ITEM_9041,Coats,Outerwear,5/27/2025,2,46.05,92.1,USA,Nevada,Las Vegas,33338
STORE_184,ITEM_6016,Shirts,Tops,4/24/2025,38,123.33,4686.54,USA,Illinois,Chicago,46443
STORE_145,ITEM_6419,Scarves,Accessories,9/26/2025,45,147.05,6617.25,USA,Georgia,Atlanta,29087
STORE_192,ITEM_2976,Skirts,Bottoms,6/12/2025,13,108.35,1408.55,USA,Illinois,Chicago,14676
STORE_194,ITEM_4545,Hats,Accessories,9/20/2025,31,97.42,3020.02,USA,Illinois,Chicago,48654
STORE_137,ITEM_4180,Scarves,Accessories,7/3/2025,15,121.05,1815.75,USA,New York,New York,98334
STORE_135,ITEM_3073,Jeans,Bottoms,5/16/2025,3,292.8,878.4,USA,Washington,Seattle,36471
STORE_113,ITEM_9042,Scarves,Accessories,9/3/2025,1,180.74,180.74,USA,Texas,Houston,29109
STORE_123,ITEM_6582,Vests,Outerwear,8/5/2025,4,90.69,362.76,USA,Nevada,Las Vegas,59434
STORE_162,ITEM_7565,Jackets,Outerwear,4/19/2025,5,181.57,907.85,USA,New York,New York,83284
STORE_110,ITEM_5978,Boots,Footwear,7/31/2025,16,53.17,850.72,USA,Texas,Houston,67053
STORE_157,ITEM_7232,Coats,Outerwear,4/21/2025,29,103.26,2994.54,USA,Washington,Seattle,78015
STORE_178,ITEM_1986,Socks,Accessories,9/14/2025,48,47.79,2293.92,USA,Florida,Miami,25370
STORE_120,ITEM_2330,Blouses,Tops,8/31/2025,16,68.67,1098.72,USA,Florida,Miami,48298
STORE_157,ITEM_7693,Boots,Footwear,6/16/2025,45,186.27,8382.15,USA,California,Los Angeles,92947
STORE_190,ITEM_5720,Jeans,Bottoms,6/20/2025,19,216.84,4119.96,USA,Illinois,Chicago,64458
STORE_180,ITEM_5334,Jackets,Outerwear,5/10/2025,38,205.13,7794.94,USA,Illinois,Chicago,13852
STORE_128,ITEM_9922,Shirts,Tops,7/18/2025,42,61.72,2592.24,USA,New York,New York,85295
STORE_121,ITEM_1977,Shorts,Bottoms,9/2/2025,20,186.61,3732.2,USA,New York,New York,84082
STORE_159,ITEM_3037,Scarves,Accessories,9/2/2025,45,105.15,4731.75,USA,Nevada,Las Vegas,58099
STORE_163,ITEM_9847,Raincoats,Outerwear,8/16/2025,29,42.52,1233.08,USA,Washington,Seattle,4421
STORE_103,ITEM_5102,Sandals,Footwear,9/20/2025,6,84.1,504.6,USA,Arizona,Phoenix,71060
STORE_197,ITEM_1659,Belts,Accessories,6/22/2025,49,69.05,3383.45,USA,Florida,Miami,45135
STORE_174,ITEM_3973,Socks,Accessories,9/2/2025,28,197.74,5536.72,USA,Florida,Miami,68089
STORE_152,ITEM_6700,Jackets,Outerwear,5/23/2025,22,109.9,2417.8,USA,Nevada,Las Vegas,38624
STORE_188,ITEM_7744,Boots,Footwear,5/10/2025,32,100.7,3222.4,USA,Arizona,Phoenix,51767
STORE_140,ITEM_2442,Jackets,Outerwear,5/10/2025,17,110.52,1878.84,USA,Nevada,Las Vegas,53814
STORE_152,ITEM_8569,Jackets,Outerwear,8/25/2025,4,72.52,290.08,USA,Washington,Seattle,68066
STORE_126,ITEM_1845,Trousers,Bottoms,4/21/2025,18,173.78,3128.04,USA,Nevada,Las Vegas,19939
STORE_103,ITEM_2989,Trousers,Bottoms,4/8/2025,41,190.48,7809.68,USA,Nevada,Las Vegas,67148
STORE_170,ITEM_1224,Blouses,Tops,8/30/2025,27,46.1,1244.7,USA,Florida,Miami,92197
STORE_163,ITEM_3522,Sandals,Footwear,8/7/2025,46,101.72,4679.12,USA,New York,New York,72491
STORE_131,ITEM_8736,Trousers,Bottoms,7/9/2025,30,174.35,5230.5,USA,Nevada,Las Vegas,37275
STORE_195,ITEM_9327,Coats,Outerwear,4/11/2025,9,261.93,2357.37,USA,Colorado,Denver,29805
STORE_134,ITEM_9318,Trousers,Bottoms,4/10/2025,1,99.19,99.19,USA,Arizona,Phoenix,5234
STORE_168,ITEM_8316,Trousers,Bottoms,9/7/2025,31,116.63,3615.53,USA,Texas,Houston,68005
STORE_124,ITEM_6272,Socks,Accessories,8/4/2025,45,86.87,3909.15,USA,Nevada,Las Vegas,48639
STORE_140,ITEM_1715,Coats,Outerwear,6/27/2025,48,152.43,7316.64,USA,Georgia,Atlanta,80689
STORE_104,ITEM_9115,Vests,Outerwear,5/30/2025,9,160.64,1445.76,USA,Texas,Houston,43168
STORE_112,ITEM_8213,Scarves,Accessories,5/21/2025,34,274.92,9347.28,USA,New York,New York,36261
STORE_109,ITEM_3529,Boots,Footwear,4/19/2025,31,238.83,7403.73,USA,Georgia,Atlanta,20028
STORE_183,ITEM_7512,Skirts,Bottoms,5/28/2025,6,258.49,1550.94,USA,Colorado,Denver,50050
STORE_169,ITEM_8994,Socks,Accessories,8/10/2025,3,192.89,578.67,USA,Arizona,Phoenix,68084
STORE_155,ITEM_2480,Hoodies,Tops,9/20/2025,7,232.9,1630.3,USA,Illinois,Chicago,50846
STORE_103,ITEM_5906,Sandals,Footwear,5/17/2025,3,110.82,332.46,USA,Texas,Houston,68101
STORE_155,ITEM_7141,Sneakers,Footwear,6/8/2025,10,88.38,883.8,USA,Arizona,Phoenix,83652
STORE_110,ITEM_3868,Coats,Outerwear,6/17/2025,40,263.84,10553.6,USA,Texas,Houston,28841
STORE_129,ITEM_3344,Hats,Accessories,5/14/2025,30,198.61,5958.3,USA,Nevada,Las Vegas,61076
STORE_136,ITEM_8622,Raincoats,Outerwear,6/11/2025,44,173.05,7614.2,USA,California,Los Angeles,91768
STORE_181,ITEM_5901,Sandals,Footwear,6/28/2025,28,213.29,5972.12,USA,Arizona,Phoenix,85541
STORE_161,ITEM_7302,Raincoats,Outerwear,7/9/2025,7,86.42,604.94,USA,Illinois,Chicago,7049
STORE_189,ITEM_5847,Scarves,Accessories,6/12/2025,19,26.14,496.66,USA,Colorado,Denver,59392
STORE_177,ITEM_1803,Raincoats,Outerwear,8/6/2025,48,159.08,7635.84,USA,California,Los Angeles,6389
STORE_128,ITEM_6772,Shorts,Bottoms,9/23/2025,41,73.24,3002.84,USA,Colorado,Denver,38623
STORE_139,ITEM_1645,Shorts,Bottoms,4/4/2025,29,29.34,850.86,USA,New York,New York,85088
STORE_141,ITEM_5835,Shorts,Bottoms,9/24/2025,48,136.34,6544.32,USA,New York,New York,34629
STORE_167,ITEM_6994,Blouses,Tops,6/5/2025,33,275.78,9100.74,USA,Washington,Seattle,63847
STORE_195,ITEM_5835,Hoodies,Tops,9/1/2025,22,245.19,5394.18,USA,Nevada,Las Vegas,80756
STORE_186,ITEM_4696,Jackets,Outerwear,4/20/2025,47,208.83,9815.01,USA,Texas,Houston,96895
STORE_101,ITEM_7464,Raincoats,Outerwear,6/20/2025,17,170.24,2894.08,USA,New York,New York,38291
STORE_181,ITEM_7242,Raincoats,Outerwear,7/11/2025,24,50.34,1208.16,USA,Florida,Miami,66060
STORE_178,ITEM_6374,Shirts,Tops,4/1/2025,15,201.34,3020.1,USA,California,Los Angeles,64042
STORE_117,ITEM_2911,Raincoats,Outerwear,8/28/2025,3,284.95,854.85,USA,Georgia,Atlanta,82313
STORE_130,ITEM_2592,Trousers,Bottoms,6/17/2025,35,57.99,2029.65,USA,New York,New York,21059
STORE_175,ITEM_7866,Raincoats,Outerwear,4/21/2025,48,223.45,10725.6,USA,Washington,Seattle,26001
STORE_135,ITEM_7686,Jackets,Outerwear,7/11/2025,3,213.28,639.84,USA,Nevada,Las Vegas,83064
STORE_146,ITEM_4868,Shirts,Tops,5/11/2025,7,294.66,2062.62,USA,Nevada,Las Vegas,38806
STORE_135,ITEM_7523,Skirts,Bottoms,8/8/2025,13,291.1,3784.3,USA,California,Los Angeles,3282
STORE_106,ITEM_1349,Jackets,Outerwear,4/23/2025,22,88.2,1940.4,USA,Illinois,Chicago,98643
STORE_175,ITEM_4394,Blouses,Tops,5/4/2025,14,247.65,3467.1,USA,New York,New York,30905
STORE_135,ITEM_1046,Hoodies,Tops,9/26/2025,10,296.51,2965.1,USA,Texas,Houston,91182
STORE_184,ITEM_2801,Scarves,Accessories,7/23/2025,2,56.9,113.8,USA,Texas,Houston,70829
STORE_102,ITEM_6304,Shorts,Bottoms,6/19/2025,12,94.3,1131.6,USA,Colorado,Denver,72652
STORE_195,ITEM_2862,Shirts,Tops,5/12/2025,5,153.35,766.75,USA,Washington,Seattle,18589
STORE_128,ITEM_9254,Jeans,Bottoms,4/1/2025,40,32.14,1285.6,USA,Nevada,Las Vegas,82343
STORE_107,ITEM_1510,Scarves,Accessories,6/17/2025,31,257.24,7974.44,USA,Nevada,Las Vegas,11998
STORE_109,ITEM_8267,Jackets,Outerwear,6/25/2025,6,110.19,661.14,USA,Nevada,Las Vegas,91953
STORE_179,ITEM_5505,T-Shirts,Tops,8/26/2025,41,183.9,7539.9,USA,Texas,Houston,72615
STORE_137,ITEM_9692,Trousers,Bottoms,6/3/2025,30,161.55,4846.5,USA,Colorado,Denver,73038
STORE_155,ITEM_4522,Jackets,Outerwear,7/13/2025,29,268.67,7791.43,USA,New York,New York,84033
STORE_153,ITEM_7532,Raincoats,Outerwear,7/25/2025,47,46.62,2191.14,USA,Nevada,Las Vegas,28266
STORE_119,ITEM_7132,Raincoats,Outerwear,6/22/2025,44,278.44,12251.36,USA,Florida,Miami,96739
STORE_155,ITEM_2527,Running Shoes,Footwear,7/8/2025,7,228.48,1599.36,USA,New York,New York,30258
STORE_175,ITEM_1982,Shorts,Bottoms,8/15/2025,36,177.27,6381.72,USA,Washington,Seattle,47050
STORE_192,ITEM_7929,Sandals,Footwear,7/7/2025,4,291.15,1164.6,USA,Arizona,Phoenix,30246
STORE_173,ITEM_2697,Scarves,Accessories,8/5/2025,33,79.57,2625.81,USA,Arizona,Phoenix,68057
STORE_171,ITEM_6736,Coats,Outerwear,8/29/2025,24,52.17,1252.08,USA,New York,New York,4327
STORE_177,ITEM_1430,Shorts,Bottoms,7/28/2025,43,252.25,10846.75,USA,Georgia,Atlanta,89301
STORE_189,ITEM_5477,Jeans,Bottoms,8/26/2025,49,106.52,5219.48,USA,Texas,Houston,29246
STORE_118,ITEM_3972,Skirts,Bottoms,9/13/2025,37,204.06,7550.22,USA,California,Los Angeles,53587
STORE_195,ITEM_2503,Boots,Footwear,5/9/2025,34,80.24,2728.16,USA,California,Los Angeles,79334
STORE_147,ITEM_3578,Vests,Outerwear,7/1/2025,20,222.05,4441,USA,Arizona,Phoenix,54572
STORE_120,ITEM_3549,Belts,Accessories,4/6/2025,49,192.99,9456.51,USA,California,Los Angeles,28579
STORE_162,ITEM_7947,Sneakers,Footwear,9/27/2025,39,143.77,5607.03,USA,Nevada,Las Vegas,87769
STORE_144,ITEM_2864,Shorts,Bottoms,9/21/2025,28,51.05,1429.4,USA,Washington,Seattle,64142
STORE_105,ITEM_6053,Socks,Accessories,5/1/2025,15,130.67,1960.05,USA,Washington,Seattle,2921
STORE_138,ITEM_4349,Belts,Accessories,5/2/2025,14,234.86,3288.04,USA,California,Los Angeles,1980
STORE_100,ITEM_2965,Skirts,Bottoms,4/2/2025,32,229.16,7333.12,USA,Arizona,Phoenix,12254
STORE_190,ITEM_9725,Blouses,Tops,4/15/2025,15,160.07,2401.05,USA,Georgia,Atlanta,3636
STORE_155,ITEM_1693,Jeans,Bottoms,4/18/2025,2,148.73,297.46,USA,Georgia,Atlanta,72248
STORE_173,ITEM_8033,Sneakers,Footwear,5/19/2025,26,218.66,5685.16,USA,Colorado,Denver,8622
STORE_102,ITEM_7636,Raincoats,Outerwear,5/29/2025,21,68.12,1430.52,USA,New York,New York,97248
STORE_155,ITEM_2443,Socks,Accessories,6/8/2025,7,88.13,616.91,USA,Arizona,Phoenix,4643
STORE_150,ITEM_2288,Socks,Accessories,9/6/2025,20,228.83,4576.6,USA,Washington,Seattle,99377
STORE_165,ITEM_2251,Hoodies,Tops,9/19/2025,41,51.93,2129.13,USA,Texas,Houston,83365
STORE_193,ITEM_6752,Hats,Accessories,9/21/2025,42,248.21,10424.82,USA,Arizona,Phoenix,37051
STORE_125,ITEM_5193,T-Shirts,Tops,9/21/2025,12,188.67,2264.04,USA,Texas,Houston,39710
STORE_196,ITEM_8601,Boots,Footwear,7/8/2025,37,232.77,8612.49,USA,Nevada,Las Vegas,44308
STORE_156,ITEM_3473,Raincoats,Outerwear,6/10/2025,5,151.3,756.5,USA,Arizona,Phoenix,70145
STORE_145,ITEM_1920,Skirts,Bottoms,6/24/2025,33,40.77,1345.41,USA,Colorado,Denver,3710
STORE_147,ITEM_1932,Vests,Outerwear,7/17/2025,19,41.48,788.12,USA,California,Los Angeles,10422
STORE_157,ITEM_1672,Sandals,Footwear,6/8/2025,37,202.51,7492.87,USA,Nevada,Las Vegas,27427
STORE_107,ITEM_3471,Trousers,Bottoms,7/12/2025,29,48.98,1420.42,USA,Washington,Seattle,57366
STORE_105,ITEM_3827,Jeans,Bottoms,8/17/2025,16,218.13,3490.08,USA,Washington,Seattle,73037
STORE_136,ITEM_7108,Coats,Outerwear,8/31/2025,25,134.46,3361.5,USA,Arizona,Phoenix,96779
STORE_142,ITEM_2079,Jeans,Bottoms,4/19/2025,7,176.23,1233.61,USA,Arizona,Phoenix,2671
STORE_142,ITEM_3463,Raincoats,Outerwear,8/17/2025,6,183.17,1099.02,USA,Florida,Miami,33212
STORE_116,ITEM_7421,Hoodies,Tops,4/15/2025,39,218.47,8520.33,USA,Florida,Miami,56699
STORE_182,ITEM_7171,Sneakers,Footwear,9/12/2025,22,247.69,5449.18,USA,Washington,Seattle,72053
STORE_146,ITEM_9331,Belts,Accessories,5/12/2025,2,121.53,243.06,USA,Georgia,Atlanta,38112
STORE_124,ITEM_8967,Blouses,Tops,5/12/2025,15,299.99,4499.85,USA,Arizona,Phoenix,60475
STORE_164,ITEM_2657,T-Shirts,Tops,4/28/2025,50,171.14,8557,USA,Florida,Miami,70247
STORE_176,ITEM_3147,Belts,Accessories,5/13/2025,25,63.19,1579.75,USA,Arizona,Phoenix,20030
STORE_152,ITEM_1715,Blouses,Tops,4/4/2025,24,209.38,5025.12,USA,Nevada,Las Vegas,98816
STORE_196,ITEM_5668,Shirts,Tops,4/27/2025,48,239.46,11494.08,USA,Colorado,Denver,21537
STORE_124,ITEM_8684,Blouses,Tops,4/26/2025,24,209.93,5038.32,USA,Florida,Miami,87234
STORE_199,ITEM_5616,Socks,Accessories,5/8/2025,25,160.81,4020.25,USA,Nevada,Las Vegas,19790
STORE_132,ITEM_3267,Coats,Outerwear,5/2/2025,4,199.53,798.12,USA,Illinois,Chicago,15783
STORE_136,ITEM_3042,Jeans,Bottoms,7/27/2025,6,233.67,1402.02,USA,Washington,Seattle,64894
STORE_155,ITEM_3414,Trousers,Bottoms,9/23/2025,6,285,1710,USA,Washington,Seattle,83315
STORE_153,ITEM_1436,Shirts,Tops,8/14/2025,4,131.01,524.04,USA,Arizona,Phoenix,91467
STORE_147,ITEM_2337,Shorts,Bottoms,9/18/2025,15,27.89,418.35,USA,Georgia,Atlanta,1949
STORE_104,ITEM_3254,Sneakers,Footwear,7/28/2025,19,276.87,5260.53,USA,Texas,Houston,55604
STORE_178,ITEM_8349,Coats,Outerwear,6/17/2025,1,273.64,273.64,USA,Nevada,Las Vegas,41550
STORE_170,ITEM_3449,Sneakers,Footwear,6/10/2025,47,190.49,8953.03,USA,Illinois,Chicago,73011
STORE_138,ITEM_4893,Jackets,Outerwear,5/10/2025,8,33.37,266.96,USA,Florida,Miami,73162
STORE_163,ITEM_2816,Vests,Outerwear,4/2/2025,39,170.1,6633.9,USA,New York,New York,59165
STORE_154,ITEM_5772,Hats,Accessories,6/6/2025,1,192.15,192.15,USA,Texas,Houston,20970
STORE_167,ITEM_2402,Shirts,Tops,6/22/2025,24,38.95,934.8,USA,Texas,Houston,7261
STORE_105,ITEM_8702,Belts,Accessories,4/3/2025,41,128.33,5261.53,USA,Georgia,Atlanta,92497
